  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,     days_Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,  ORGANIC_BASE,ORGANIC_MEOH_AMPL, ORGANIC_SLOPE,ORGANIC_CH4CONC,ORGANIC_C2H6CONC,ORGANIC_CM_SHIFT, ORGANIC_STDEV,     ORGANIC_Y,    ORGANIC_77,    ORGANIC_82,ORGANIC_SPLINEMAX,ORGANIC_SQUISH,     GALPEAK77,     GALPEAK82,   H2O_Y_EFF_A, STANDARD_BASE,  GALPEAK77_SD,  GALPEAK82_SD,STANDARD_BASE_Sl,STANDARD_STDEV,     SPLINEMAX,SPLINEMAX_STDEV,      Tray,  Sample,     Job,    Method
   195,    P-1356,   2010/06/05 23:16:29,           1-25,       3,       -24.720,      -377.970,         20373,      -1,    1,                                      L3,                                limonene,                 H2O,     155.97691,         0.496,         1.813,            99,        -0.007,        -0.017,          9.35,     998.96053,       0.00024,     -31.02586,      -0.00082,       0.00000,      -0.00002,       4.63657,       1.03483,     -15.93820,     -36.53293,    2854.93984,       0.26817,     -22.15692,     -43.82497,       1.06762,    1005.12799,       2.66137,       0.40754,       0.30200,       4.46462,    2860.23714,      13.92111,  MT1-Rear,      25,      29,  5ulnoRns
   196,    P-1356,   2010/06/05 23:25:53,           1-25,       4,       -24.658,      -378.088,         20535,       0,    1,                                      L3,                                limonene,                 H2O,     155.98347,         0.425,         1.478,            98,        -0.008,        -0.013,          9.72,    1001.31962,       0.00008,     -31.77016,      -0.00089,       0.00000,       0.00001,       5.07317,       1.03527,     -16.21305,     -37.01474,    2877.76981,       0.26790,     -21.93225,     -44.19097,       1.07142,    1006.82954,       2.30692,       0.34583,       0.34370,       4.54291,    2883.01860,      13.73746,  MT1-Rear,      25,      29,  5ulnoRns
   197,    P-1356,   2010/06/05 23:35:18,           1-25,       5,       -24.736,      -377.619,         20135,       0,    1,                                      L3,                                limonene,                 H2O,     155.98997,         0.579,         1.903,           103,        -0.016,        -0.075,         10.52,     999.39622,       0.00008,     -29.63882,      -0.00083,       0.00000,      -0.00001,       4.61075,       1.03426,     -16.86473,     -36.36680,    2822.15831,       0.26282,     -22.08327,     -43.26055,       1.06654,    1004.72329,       3.07433,       0.45940,       0.32802,       4.41243,    2826.94435,      14.40807,  MT1-Rear,      25,      29,  5ulnoRns
   198,    P-1356,   2010/06/05 23:44:41,           1-25,       6,       -24.697,      -377.948,         20319,       0,    1,                                      L3,                                limonene,                 H2O,     155.99649,         0.466,         1.387,            93,        -0.003,        -0.037,          9.24,     998.56962,       0.00005,     -31.70448,      -0.00093,       0.00000,       0.00000,       5.11945,       1.03478,     -16.45399,     -36.77767,    2847.44935,       0.27126,     -21.99767,     -43.70770,       1.07481,    1003.75275,       2.48303,       0.35196,       0.29869,       4.48315,    2852.74808,      13.01231,  MT1-Rear,      25,      29,  5ulnoRns
   199,    P-1356,   2010/06/05 23:54:05,           1-25,       7,       -24.573,      -377.651,         20374,       0,    1,                                      L3,                                limonene,                 H2O,     156.00299,         0.347,         1.381,            94,        -0.009,        -0.039,          9.35,     999.66010,       0.00016,     -30.39995,      -0.00091,       0.00000,       0.00001,       4.82827,       1.03486,     -15.63832,     -36.80241,    2855.26488,       0.26912,     -21.37340,     -43.77278,       1.06928,    1005.21718,       1.86666,       0.35893,       0.29848,       4.47208,    2860.40398,      13.14497,  MT1-Rear,      25,      29,  5ulnoRns
   200,    P-1356,   2010/06/06 00:03:29,           1-25,       8,       -24.672,      -377.914,         20061,       0,    1,                                      L3,                                limonene,                 H2O,     156.00953,         0.561,         1.421,            96,        -0.008,        -0.030,          9.07,     998.98282,       0.00017,     -29.94595,      -0.00086,       0.00000,      -0.00002,       4.50348,       1.03408,     -16.04393,     -36.19493,    2811.46942,       0.27159,     -21.69028,     -43.15161,       1.06726,    1004.63288,       2.96303,       0.35401,       0.29293,       4.42124,    2816.47439,      13.52840,  MT1-Rear,      25,      29,  5ulnoRns
   201,    P-1357,   2010/06/06 00:12:53,           1-26,       1,       -24.676,      -378.259,         21168,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.01608,         0.399,         1.444,           101,         0.012,        -0.009,         10.62,    1001.07659,       0.00006,     -32.84315,      -0.00094,       0.00000,      -0.00001,       5.38378,       1.03684,     -16.66733,     -38.27368,    2966.47927,       0.26677,     -22.43671,     -45.57020,       1.07536,    1006.56821,       2.19654,       0.35252,       0.38070,       4.67349,    2971.90733,      14.11725,  MT1-Rear,      26,      29,  5ulnoRns
   202,    P-1357,   2010/06/06 00:22:17,           1-26,       2,       -24.830,      -377.917,         20698,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.02261,         0.566,         4.732,           102,        -0.002,        -0.119,         11.11,    1000.80907,       0.00004,     -31.72567,      -0.00097,       0.00000,       0.00000,       5.24510,       1.03569,     -17.33325,     -37.48835,    2900.66636,       0.26895,     -22.97262,     -44.50960,       1.07463,    1006.00100,       3.08035,       0.90184,       0.40435,       4.55203,    2905.94123,      14.33440,  MT1-Rear,      26,      29,  5ulnoRns
   203,    P-1357,   2010/06/06 00:31:42,           1-26,       3,       -24.717,      -376.077,         20342,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.02913,         0.629,         8.282,           102,        -0.021,         0.242,         10.78,     997.31384,       0.00018,     -30.59469,      -0.00088,       0.00000,       0.00001,       5.13391,       1.03480,     -16.04615,     -36.47694,    2850.62586,       0.26848,     -22.12530,     -43.43270,       1.07188,    1002.92818,       3.38429,       1.38922,       0.34297,       4.42016,    2855.95491,      14.29962,  MT1-Rear,      26,      29,  5ulnoRns
   204,    P-1357,   2010/06/06 00:41:06,           1-26,       4,       -25.079,      -376.140,         20982,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.03566,         2.067,        11.890,           149,        -0.075,         0.405,         12.82,    1002.00784,      -0.00021,     -29.94948,      -0.00095,       0.00000,       0.00000,       5.21267,       1.03639,     -20.16342,     -38.26753,    2941.30451,       0.27168,     -24.59740,     -44.78792,       1.07393,    1005.91042,      11.78660,       1.92906,       0.41597,       4.65010,    2945.87039,      20.97051,  MT1-Rear,      26,      29,  5ulnoRns
   205,    P-1357,   2010/06/06 00:50:31,           1-26,       5,       -24.668,      -377.513,         19997,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.04218,         0.468,         1.489,            89,        -0.013,         0.025,          9.18,     997.88715,      -0.00015,     -30.09546,      -0.00095,       0.00000,       0.00000,       5.21442,       1.03398,     -17.11430,     -36.42345,    2802.80545,       0.26582,     -21.62842,     -42.94718,       1.07244,    1002.10519,       2.46780,       0.29794,       0.26198,       4.36198,    2807.49050,      12.54439,  MT1-Rear,      26,      29,  5ulnoRns
   206,    P-1357,   2010/06/06 00:59:56,           1-26,       6,       -24.665,      -377.604,         20546,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.04872,         0.427,         1.505,           104,         0.004,        -0.003,         11.74,     995.27493,       0.00001,     -31.46333,      -0.00095,       0.00000,       0.00001,       5.21470,       1.03531,     -16.52911,     -37.13122,    2879.50458,       0.26824,     -21.97417,     -44.13172,       1.07257,    1000.39032,       2.30126,       0.35054,       0.31475,       4.51979,    2884.65652,      14.61085,  MT1-Rear,      26,      29,  5ulnoRns
   207,    P-1357,   2010/06/06 01:09:20,           1-26,       7,       -24.660,      -377.570,         20474,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.05526,         0.457,         1.635,            91,        -0.008,        -0.011,          8.54,     993.84630,       0.00014,     -31.16089,      -0.00090,       0.00000,       0.00000,       4.98591,       1.03511,     -16.16065,     -36.84126,    2869.31532,       0.26300,     -21.90246,     -43.97256,       1.07030,     999.50152,       2.46334,       0.36536,       0.22662,       4.51752,    2874.52118,      12.74927,  MT1-Rear,      26,      29,  5ulnoRns
   208,    P-1357,   2010/06/06 01:18:45,           1-26,       8,       -24.814,      -378.062,         20467,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.06180,         0.392,         1.519,            92,        -0.010,        -0.041,          8.89,     994.38351,       0.00002,     -31.56609,      -0.00086,       0.00000,      -0.00002,       5.00462,       1.03511,     -17.39832,     -36.94194,    2868.51285,       0.26913,     -22.72710,     -44.04320,       1.07160,     999.67597,       2.12021,       0.37548,       0.23216,       4.54749,    2873.56603,      12.89416,  MT1-Rear,      26,      29,  5ulnoRns
   209,    P-1358,   2010/06/06 01:28:10,           1-27,       1,       -24.959,      -377.717,         20804,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.06838,         0.514,         2.090,           100,         0.005,        -0.065,          9.39,     997.14244,       0.00010,     -31.18031,      -0.00093,       0.00000,       0.00000,       4.94826,       1.03592,     -18.02301,     -37.61759,    2915.66713,       0.26796,     -23.74643,     -44.70041,       1.07143,    1002.56435,       2.79999,       0.47977,       0.30864,       4.53838,    2920.85938,      14.09873,  MT1-Rear,      27,      29,  5ulnoRns
   210,    P-1358,   2010/06/06 01:37:35,           1-27,       2,       -25.054,      -378.144,         20861,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.07491,         0.443,         1.725,            91,         0.011,         0.002,          9.30,     998.89535,       0.00024,     -32.33290,      -0.00091,       0.00000,       0.00000,       4.99346,       1.03604,     -17.83118,     -37.35749,    2923.26049,       0.26417,     -24.30488,     -44.89575,       1.07054,    1005.22161,       2.41114,       0.36630,       0.32037,       4.61999,    2928.82531,      12.75572,  MT1-Rear,      27,      29,  5ulnoRns
   211,    P-1358,   2010/06/06 01:46:59,           1-27,       3,       -24.720,      -377.556,         20355,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.08144,         0.358,         1.580,           100,         0.004,        -0.011,          9.68,     996.33014,       0.00022,     -30.35152,      -0.00081,       0.00000,       0.00000,       4.63103,       1.03479,     -16.25279,     -36.53385,    2852.72741,       0.26396,     -22.14039,     -43.71727,       1.06660,    1002.35279,       1.90702,       0.35849,       0.28493,       4.46266,    2857.83390,      14.08494,  MT1-Rear,      27,      29,  5ulnoRns
   212,    P-1358,   2010/06/06 01:56:24,           1-27,       4,       -24.980,      -374.509,         20803,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.08795,         1.998,        14.671,           120,        -0.085,         0.537,         11.97,     996.46185,       0.00011,     -28.92608,      -0.00089,       0.00000,       0.00000,       4.89382,       1.03591,     -18.38021,     -37.44778,    2915.87853,       0.26617,     -23.90281,     -44.12580,       1.06999,    1001.52679,      11.13665,       2.47477,       0.35174,       4.57996,    2920.74141,      16.78144,  MT1-Rear,      27,      29,  5ulnoRns
   213,    P-1358,   2010/06/06 02:05:48,           1-27,       5,       -24.812,      -378.139,         20845,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.09447,         0.502,         1.593,            94,         0.010,        -0.048,          9.38,     998.87733,       0.00013,     -31.14625,      -0.00090,       0.00000,       0.00000,       4.97795,       1.03601,     -17.31317,     -37.70378,    2921.39707,       0.27244,     -22.96909,     -44.86044,       1.07033,    1004.50113,       2.73944,       0.39396,       0.33933,       4.57855,    2926.52808,      13.23505,  MT1-Rear,      27,      29,  5ulnoRns
   214,    P-1358,   2010/06/06 02:15:13,           1-27,       6,       -24.801,      -378.136,         20554,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.10105,         0.467,         2.999,           103,         0.002,        -0.132,         10.78,     998.44304,       0.00029,     -30.62949,      -0.00084,       0.00000,       0.00001,       4.90398,       1.03527,     -16.42323,     -36.95363,    2880.33856,       0.25380,     -22.71525,     -44.24032,       1.06744,    1004.70460,       2.52105,       0.63930,       0.38422,       4.50255,    2885.66464,      14.41193,  MT1-Rear,      27,      29,  5ulnoRns
   215,    P-1358,   2010/06/06 02:24:37,           1-27,       7,       -24.676,      -377.042,         20048,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.10756,         0.503,         3.316,            90,        -0.004,         0.032,          9.47,     996.74580,       0.00021,     -30.39357,      -0.00089,       0.00000,       0.00000,       4.94317,       1.03407,     -15.70279,     -36.02924,    2809.33018,       0.25807,     -21.70138,     -42.97549,       1.06982,    1002.45957,       2.65134,       0.58340,       0.29865,       4.37742,    2814.63033,      12.65214,  MT1-Rear,      27,      29,  5ulnoRns
   216,    P-1358,   2010/06/06 02:34:02,           1-27,       8,       -24.667,      -377.399,         20158,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     156.11408,         0.542,         1.449,            94,        -0.014,        -0.012,          8.82,     993.77225,       0.00022,     -29.52741,      -0.00078,       0.00000,       0.00000,       4.34628,       1.03429,     -16.00752,     -36.25435,    2825.18748,       0.26263,     -21.73270,     -43.27114,       1.06491,     999.65062,       2.88619,       0.33725,       0.23463,       4.37653,    2830.14619,      13.14628,  MT1-Rear,      27,      29,  5ulnoRns
